,score_jaccard_8,score_cosine_13,score_cosine_22,score_jaccard_33,score_manhattan_38,score_euclidean_40,score_manhattan_52,score_manhattan_59,score_cosine_75,score_jaccard_89,score_cosine_89,score_jaccard_98,score_cosine_117,score_jaccard_125,score_euclidean_141,score_cosine_144,score_cosine_149,score_manhattan_149,score_jaccard_156,score_jaccard_157,score_jaccard_158,score_jaccard_160,score_manhattan_201,score_euclidean_207,score_cosine_239,score_manhattan_241,score_jaccard_244,score_jaccard_401
0,0.5483870967741935,0.4334607234315054,0.5163977794943223,0.6593406593406593,0.0416666666666666,0.3660254037844386,0.125,0.1111111111111111,0.5590169943749475,0.6593406593406593,0.7986523020975026,0.5161290322580645,0.6531972647421808,0.4705882352941176,0.2240092377397959,0.930484210398471,0.800094691365663,0.0294117647058823,0.9090909090909092,0.5897435897435898,0.4455445544554455,0.6,0.0769230769230769,0.1502211048223348,0.6825709706087841,0.037037037037037,1.0,0.6268656716417911
1,0.4210526315789473,0.1581138830084189,0.0944911182523068,0.525,0.05,0.3660254037844386,0.1666666666666666,0.1,0.0,0.525,0.6979672224246077,0.4036697247706422,0.3162277660168379,0.1818181818181818,0.25,0.9271050693011066,0.7196715715299218,0.0277777777777777,0.9090909090909092,0.5901639344262295,0.4594594594594595,0.375,0.1111111111111111,0.15894454156034,0.4408679817624554,0.025,0.9444444444444444,0.46
2,0.3478260869565217,0.2294157338705617,0.1825741858350553,0.4534883720930232,0.04,0.3090169943749474,0.125,0.0666666666666666,0.0,0.4534883720930232,0.6241797896728679,0.3414634146341463,0.2041241452319315,0.1111111111111111,0.2402530733520421,0.9486832980505138,0.6080194569339378,0.02,0.8571428571428571,0.4714285714285714,0.3793103448275862,0.3846153846153846,0.1,0.1613904777964089,0.5001644466415127,0.02,0.6842105263157895,0.4626865671641791
3,0.6333333333333333,0.4152273992686998,0.7462025072446364,0.7433628318584071,0.0909090909090909,0.3660254037844386,0.1428571428571428,0.125,0.6324555320336758,0.7433628318584071,0.8576788506442081,0.6842105263157895,0.7453559924999299,0.5882352941176471,0.3660254037844386,0.9555330859059092,0.8747153082729264,0.0384615384615384,0.9166666666666666,0.7448979591836735,0.7101449275362319,0.7272727272727273,0.25,0.2108967220595339,0.850040666498468,0.0476190476190476,0.8235294117647058,0.8181818181818182
4,0.2424242424242424,0.0,0.0,0.3709677419354839,0.0416666666666666,0.2742918851774317,0.1111111111111111,0.037037037037037,0.0,0.368,0.5380945115300905,0.2196531791907514,0.0668153104781061,0.0,0.2898979485566356,0.8295150620062532,0.6043978852154995,0.0185185185185185,0.8125,0.3421052631578947,0.1875,0.2307692307692307,0.1428571428571428,0.1907435698305462,0.3883617170270008,0.0212765957446808,0.6666666666666666,0.4126984126984127
5,0.2258064516129032,0.0540738070435875,0.0,0.3364485981308411,0.037037037037037,0.2052130961576726,0.0588235294117647,0.0526315789473684,0.0,0.3486238532110092,0.5173061316114634,0.1548387096774193,0.0,0.0,0.2898979485566356,0.7024393586862705,0.5413902920037096,0.0169491525423728,0.5294117647058824,0.34,0.1461538461538461,0.25,0.1428571428571428,0.1907435698305462,0.2618614682831908,0.0232558139534883,0.5625,0.3777777777777777
6,0.4285714285714285,0.1571348402636772,0.0,0.4736842105263157,0.0232558139534883,0.4142135623730951,0.1111111111111111,0.0555555555555555,0.0,0.4736842105263157,0.6440653958362557,0.3188405797101449,0.0745355992499929,0.0384615384615384,0.2171292729553324,0.9435641951204968,0.6030226891555273,0.0133333333333333,0.8666666666666667,0.4758064516129032,0.3275862068965517,0.2352941176470588,0.0714285714285714,0.1502211048223348,0.319441275723226,0.0128205128205128,0.6428571428571429,0.31
7,0.5555555555555556,0.3730019232961255,0.3338489304447943,0.735632183908046,0.05,0.2898979485566356,0.1666666666666666,0.0526315789473684,0.0,0.735632183908046,0.8499403444155685,0.5524475524475524,0.5604485383178051,0.25,0.25,0.8846517369293829,0.8045903191872902,0.032258064516129,0.8333333333333334,0.7402597402597403,0.6415094339622641,0.5,0.1666666666666666,0.15894454156034,0.675621732878378,0.0277777777777777,0.5714285714285714,0.6349206349206349
8,0.5454545454545454,0.3031695312954162,0.2672612419124244,0.5638297872340425,0.05,0.3660254037844386,0.25,0.0714285714285714,0.0,0.5638297872340425,0.7219073890002344,0.5196850393700787,0.3,0.1764705882352941,0.2612038749637414,0.9534625892455924,0.7578391517481178,0.0285714285714285,0.8333333333333334,0.5584415584415584,0.4680851063829787,0.6363636363636364,0.1111111111111111,0.1757340838011157,0.6592281644347582,0.0303030303030303,1.0,0.5882352941176471
9,0.4230769230769231,0.2222222222222222,0.1212678125181664,0.4485981308411215,0.0344827586206896,0.3090169943749474,0.0909090909090909,0.0555555555555555,0.2236067977499789,0.4485981308411215,0.6222755746100778,0.3355263157894737,0.1005037815259212,0.0526315789473684,0.2742918851774317,0.8987170342729174,0.6341828617898013,0.0169491525423728,0.7692307692307693,0.3666666666666666,0.3035714285714285,0.3846153846153846,0.125,0.1725377965142145,0.4791574237499549,0.0204081632653061,0.85,0.4210526315789473
